Pixel 1,
V (V),J (A/cm^2)
-4.9952,-0.00010986
-4.8976,-8.0684e-05
-4.7996,-5.9015e-05
-4.701,-4.2979e-05
-4.6022,-3.1249e-05
-4.503,-2.2677e-05
-4.4033,-1.6431e-05
-4.3038,-1.1924e-05
-4.1964,-8.4662e-06
-4.0985,-6.194e-06
-4.0003,-4.5344e-06
-3.9012,-3.3166e-06
-3.8022,-2.4322e-06
-3.7029,-1.7876e-06
-3.6033,-1.3168e-06
-3.5037,-9.7397e-07
-3.4036,-7.2273e-07
-3.3038,-5.3998e-07
-3.204,-4.0631e-07
-3.1043,-3.0862e-07
-3.0042,-2.3652e-07
-2.9042,-1.8378e-07
-2.8042,-1.4485e-07
-2.7041,-1.1629e-07
-2.6042,-9.4708e-08
-2.504,-7.8744e-08
-2.4041,-6.6851e-08
-2.3042,-5.7717e-08
-2.2042,-5.0589e-08
-2.1041,-4.4941e-08
-2.0038,-4.0189e-08
-1.9039,-3.6434e-08
-1.804,-3.3063e-08
-1.7042,-3.0144e-08
-1.6043,-2.7384e-08
-1.5039,-2.4955e-08
-1.4039,-2.2687e-08
-1.3039,-2.0668e-08
-1.204,-1.8722e-08
-1.1037,-1.667e-08
-1.0039,-1.4884e-08
-0.90381,-1.3109e-08
-0.80384,-1.1402e-08
-0.70384,-9.7874e-09
-0.60341,-8.0841e-09
-0.50355,-6.4811e-09
-0.40361,-4.8763e-09
-0.3038,-3.2031e-09
-0.20379,-1.5694e-09
-0.10347,-2.4176e-11
-0.0034558,1.4831e-09
0.096441,3.1062e-09
0.19643,4.6654e-09
0.29671,6.1914e-09
0.3965,7.8765e-09
0.49654,9.4427e-09
0.59649,1.0906e-08
0.69672,1.2437e-08
0.79683,1.4122e-08
0.89682,1.5774e-08
0.99676,1.743e-08
1.0966,1.9076e-08
1.1968,2.0584e-08
1.2968,2.2237e-08
1.3968,2.3945e-08
1.4968,2.5629e-08
1.5971,2.7179e-08
1.697,2.8924e-08
1.7967,3.0495e-08
1.8967,3.2321e-08
1.9971,3.3949e-08
2.0972,3.561e-08
2.1971,3.7382e-08
2.2973,3.906e-08
2.3973,4.0803e-08
2.4973,4.2666e-08
2.5972,4.4531e-08
2.6971,4.6237e-08
2.7975,4.7996e-08
2.8975,4.982e-08
2.9975,5.1587e-08
3.0974,5.35e-08
3.1976,5.5259e-08
3.2976,5.7039e-08
3.3977,5.9016e-08
3.4976,6.1058e-08
3.5976,6.2842e-08
3.6981,6.4801e-08
3.7978,6.6717e-08
3.8977,6.8636e-08
3.9978,7.0599e-08
4.098,7.2591e-08
4.1981,7.4488e-08
4.2981,7.6568e-08
4.398,7.8607e-08
4.4981,8.0585e-08
4.5981,8.2563e-08
4.698,8.4706e-08
4.798,8.6839e-08
4.8982,8.876e-08
4.9982,9.0963e-08
