Pixel 1,
V (V),J (A/cm^2)
-5.0031,-0.00020361
-4.9036,-0.00012452
-4.7984,-7.1833e-05
-4.7011,-4.1102e-05
-4.6029,-2.2252e-05
-4.5039,-1.1488e-05
-4.3993,-5.49e-06
-4.3022,-2.4638e-06
-4.204,-7.569e-07
-4.1047,2.5334e-08
-4.0051,3.4167e-07
-3.905,5.1574e-07
-3.805,5.5966e-07
-3.7052,5.5494e-07
-3.6051,5.7121e-07
-3.5052,5.854e-07
-3.4049,6.0039e-07
-3.3049,6.325e-07
-3.205,6.3918e-07
-3.1052,6.5851e-07
-3.005,6.346e-07
-2.9049,6.5715e-07
-2.8049,6.7274e-07
-2.7048,6.6234e-07
-2.605,6.9811e-07
-2.5047,6.9346e-07
-2.4048,6.8155e-07
-2.3049,7.1628e-07
-2.2049,6.9558e-07
-2.1048,7.1723e-07
-2.0045,7.1044e-07
-1.9045,7.255e-07
-1.8046,7.3774e-07
-1.7049,7.5877e-07
-1.6049,7.5144e-07
-1.5046,7.3836e-07
-1.4046,7.4759e-07
-1.3046,7.8668e-07
-1.2047,7.5769e-07
-1.1044,7.7207e-07
-1.0046,7.7919e-07
-0.90454,7.8093e-07
-0.80459,8.0157e-07
-0.70459,8.2545e-07
-0.60412,8.3308e-07
-0.50432,8.1818e-07
-0.40437,8.337e-07
-0.30451,8.5774e-07
-0.20454,8.7731e-07
-0.10421,8.6679e-07
-0.0042279,8.8205e-07
0.095645,9.0664e-07
0.19564,9.2068e-07
0.29588,9.0393e-07
0.39564,9.458e-07
0.49573,9.3342e-07
0.59561,9.4878e-07
0.69587,9.9019e-07
0.79591,9.9488e-07
0.89594,1.0057e-06
0.99587,1.0034e-06
1.0956,1.0255e-06
1.1959,1.0466e-06
1.2958,1.0824e-06
1.3958,1.0991e-06
1.4958,1.1094e-06
1.5961,1.1281e-06
1.696,1.1399e-06
1.7957,1.164e-06
1.8957,1.1809e-06
1.996,1.2059e-06
2.096,1.2643e-06
2.196,1.2809e-06
2.2961,1.3024e-06
2.3961,1.359e-06
2.496,1.3971e-06
2.596,1.4181e-06
2.6959,1.4513e-06
2.7962,1.4901e-06
2.8962,1.5453e-06
2.9961,1.592e-06
3.0959,1.6613e-06
3.1961,1.7411e-06
3.296,1.7664e-06
3.396,1.8207e-06
3.4959,1.919e-06
3.5958,1.9649e-06
3.6962,2.0675e-06
3.7957,2.2153e-06
3.8957,2.284e-06
3.9955,2.4588e-06
4.0956,2.574e-06
4.1955,2.7353e-06
4.2954,2.9045e-06
4.3952,2.9389e-06
4.4953,3.0015e-06
4.5951,3.1609e-06
4.6949,3.2666e-06
4.7949,3.2938e-06
4.8951,3.3278e-06
4.995,3.3961e-06
