Pixel 1,
V (V),J (A/cm^2)
-5.0033,-0.00018038
-4.9035,-0.00013313
-4.7962,-9.5448e-05
-4.6985,-7.0272e-05
-4.6003,-5.1566e-05
-4.5016,-3.7715e-05
-4.4022,-2.7516e-05
-4.303,-2.0082e-05
-4.2035,-1.4651e-05
-4.0943,-1.04e-05
-3.9972,-7.6632e-06
-3.8989,-5.6345e-06
-3.8004,-4.148e-06
-3.7016,-3.0561e-06
-3.6023,-2.2542e-06
-3.503,-1.666e-06
-3.4031,-1.2333e-06
-3.3034,-9.1716e-07
-3.2037,-6.8489e-07
-3.1041,-5.144e-07
-3.004,-3.8853e-07
-2.904,-2.9599e-07
-2.8041,-2.276e-07
-2.704,-1.7735e-07
-2.6041,-1.4004e-07
-2.5039,-1.1233e-07
-2.404,-9.1659e-08
-2.3041,-7.622e-08
-2.2042,-6.4467e-08
-2.104,-5.5516e-08
-2.0038,-4.8357e-08
-1.9038,-4.2785e-08
-1.8039,-3.817e-08
-1.7042,-3.4142e-08
-1.6042,-3.0728e-08
-1.5038,-2.7819e-08
-1.4038,-2.5093e-08
-1.3038,-2.2651e-08
-1.2039,-2.0362e-08
-1.1037,-1.8184e-08
-1.0038,-1.6274e-08
-0.90374,-1.4308e-08
-0.8038,-1.2404e-08
-0.70377,-1.0573e-08
-0.60334,-8.8299e-09
-0.50349,-7.0648e-09
-0.40353,-5.3356e-09
-0.30369,-3.6076e-09
-0.20366,-1.9222e-09
-0.10341,-1.7047e-10
-0.0033605,1.4481e-09
0.096488,3.0831e-09
0.19651,4.6387e-09
0.29676,6.4202e-09
0.39653,8.1276e-09
0.49661,9.8724e-09
0.59652,1.1567e-08
0.69681,1.3056e-08
0.79686,1.4827e-08
0.89691,1.6519e-08
0.99684,1.8205e-08
1.0967,1.9958e-08
1.1969,2.1643e-08
1.2969,2.3306e-08
1.3969,2.514e-08
1.4968,2.7022e-08
1.5972,2.8674e-08
1.6971,3.0377e-08
1.7968,3.2009e-08
1.8968,3.3886e-08
1.9972,3.5538e-08
2.0972,3.7421e-08
2.1972,3.9232e-08
2.2974,4.1282e-08
2.3974,4.2945e-08
2.4973,4.4831e-08
2.5973,4.6553e-08
2.6972,4.8575e-08
2.7976,5.0598e-08
2.8976,5.2196e-08
2.9976,5.4291e-08
3.0974,5.6281e-08
3.1977,5.835e-08
3.2977,6.0289e-08
3.3978,6.2257e-08
3.4977,6.3978e-08
3.5977,6.5874e-08
3.6982,6.8116e-08
3.7978,7.0103e-08
3.8978,7.2033e-08
3.9979,7.4001e-08
4.0981,7.6265e-08
4.1981,7.8336e-08
4.2982,8.042e-08
4.398,8.2252e-08
4.4981,8.4479e-08
4.5982,8.6473e-08
4.698,8.8601e-08
4.798,9.0825e-08
4.8983,9.3028e-08
4.9983,9.5249e-08
